"data_iniSE","epiweek","casos_est","casos_est_min","casos_est_max","casos","municipio_geocodigo","p_rt1","p_inc100k","Localidade_id","nivel","id","versao_modelo","Rt","municipio_nome","pop","tempmin","umidmax","receptivo","transmissao","nivel_inc","umidmed","umidmin","tempmed","tempmax","casprov","casprov_est","casprov_est_min","casprov_est_max","casconf","precip_total","tempmed_lag5","umidmed_lag8","year","week_id","time_id","year_id","obs_id"
"2024-04-07",202415,3433,3433,3433,3433,3304557,0,51.81223,0,4,330455720241520192,"2025-04-15",0.64390486,"Rio de Janeiro",6625849,21.9763285714286,95.6055857142857,1,0,2,83.2794714285714,66.6229285714286,24.6914714285714,27.9449142857143,3099,NA,NA,NA,NA,36.5086,25.9607571428571,76.5744714285714,2024,15,55,2,55
"2024-04-14",202416,2579,2579,2579,2579,3304557,0,38.923313,0,4,330455720241620224,"2025-04-23",0.61693597,"Rio de Janeiro",6625849,21.4813571428571,89.5107428571429,1,0,2,75.8657428571429,59.3864714285714,24.1468714285714,27.5565142857143,2336,NA,NA,NA,NA,56.5014,26.5092285714286,81.7803285714286,2024,16,56,2,56
"2024-04-21",202417,2040,2040,2040,2040,3304557,0,30.788507,0,4,330455720241720192,"2025-04-29",0.59505916,"Rio de Janeiro",6625849,20.0138142857143,90.1656,0,0,2,74.3735857142857,52.7380142857143,23.8927142857143,28.8204571428571,1851,NA,NA,NA,NA,12.9079,27.6923571428571,80.6158285714286,2024,17,57,2,57
"2024-04-28",202418,1996,1996,1996,1996,3304557,0,30.124441,0,4,330455720241820224,"2025-05-06",0.7342473,"Rio de Janeiro",6625849,21.8314571428571,90.922,1,0,2,72.2940571428571,46.5588,26.4268428571429,31.9474142857143,1843,NA,NA,NA,NA,0.1109,23.5867571428571,79.9846714285714,2024,18,58,2,58
"2024-05-05",202419,1869,1869,1869,1869,3304557,1.0629025e-08,28.207706,0,4,330455720241920256,"2025-05-16",0.8391563,"Rio de Janeiro",6625849,20.6234714285714,88.8572428571429,0,0,2,69.5772,43.3874857142857,25.6086857142857,31.3372714285714,1738,NA,NA,NA,NA,0.07,24.4085714285714,79.3174857142857,2024,19,59,2,59
"2024-05-12",202420,1611,1611,1611,1611,3304557,2.3282931e-10,24.313866,0,4,330455720242020224,"2025-05-20",0.8119199,"Rio de Janeiro",6625849,21.3986142857143,88.1564857142857,1,0,2,73.2427571428571,52.4756857142857,24.9709714285714,29.4423142857143,1482,NA,NA,NA,NA,29.5196,24.6914714285714,78.3295142857143,2024,20,60,2,60
"2024-05-19",202421,1281,1281,1281,1281,3304557,0,19.333372,0,4,330455720242120256,"2025-05-28",0.70779216,"Rio de Janeiro",6625849,20.5616857142857,92.4196,0,0,2,77.8365571428571,55.2440571428571,23.7433285714286,28.1088714285714,1152,NA,NA,NA,NA,26.8579,24.1468714285714,88.3357,2024,21,61,2,61
"2024-05-26",202422,775,775,775,775,3304557,0,11.696614,0,4,330455720242220224,"2025-06-03",0.4955376,"Rio de Janeiro",6625849,18.1564285714286,91.5817428571429,0,0,1,80.3804428571429,66.1434285714286,20.3501285714286,22.8471428571429,695,NA,NA,NA,NA,102.7127,23.8927142857143,82.9484714285714,2024,22,62,2,62
"2024-06-02",202423,885,885,885,885,3304557,2.220446e-15,13.356779,0,1,330455720242320256,"2025-06-10",0.71015567,"Rio de Janeiro",6625849,17.1701428571429,94.1322571428571,0,0,2,80.8339285714286,59.4416428571429,20.8782,25.3494428571429,781,NA,NA,NA,NA,35.5264,26.4268428571429,83.2794714285714,2024,23,63,2,63
"2024-06-09",202424,832,832,832,832,3304557,0.0004218149,12.556881,0,4,330455720242420224,"2025-06-17",0.85443556,"Rio de Janeiro",6625849,16.1474285714286,88.9999142857143,0,0,2,69.7597714285714,43.3762142857143,21.9124857142857,28.3935142857143,719,NA,NA,NA,NA,0.0234,25.6086857142857,75.8657428571429,2024,24,64,2,64
"2024-06-16",202425,727,727,727,727,3304557,0.0005074002,10.972178,0,4,330455720242520256,"2025-06-24",0.8475984,"Rio de Janeiro",6625849,15.8707142857143,85.4243428571429,0,0,1,64.6792,35.9942857142857,22.1554142857143,29.0131714285714,603,NA,NA,NA,NA,0.0243,24.9709714285714,74.3735857142857,2024,25,65,2,65
"2024-06-23",202426,569,569,569,569,3304557,1.7936208e-10,8.587579,0,1,330455720242620288,"2025-07-01",0.7108624,"Rio de Janeiro",6625849,19.4901142857143,87.1860285714286,0,0,1,72.0472857142857,50.7991,23.1226571428571,27.9787428571429,481,NA,NA,NA,NA,10.765,23.7433285714286,72.2940571428571,2024,26,66,2,66
"2024-06-30",202427,508,508,508,508,3304557,4.5564392e-09,7.666942,0,1,330455720242720256,"2025-07-09",0.7176662,"Rio de Janeiro",6625849,17.0553571428571,91.2076857142857,0,0,1,78.6628285714286,57.9991142857143,20.5749714285714,24.9065571428571,410,NA,NA,NA,NA,81.9842,20.3501285714286,69.5772,2024,27,67,2,67
"2024-07-07",202428,453,453,453,453,3304557,3.1314285e-06,6.8368597,0,1,330455720242820288,"2025-07-15",0.7559598,"Rio de Janeiro",6625849,18.9627714285714,96.1099857142857,0,0,1,87.1135285714286,72.8621142857143,20.9078285714286,23.8856285714286,309,NA,NA,NA,NA,32.461,20.8782,73.2427571428571,2024,28,68,2,68
"2024-07-14",202429,433,433,433,433,3304557,0.0033699067,6.535012,0,1,330455720242920320,"2025-07-23",0.83850837,"Rio de Janeiro",6625849,17.3365428571429,96.9634428571429,0,0,1,83.7200857142857,61.4084285714286,19.9572428571429,23.7426428571429,293,NA,NA,NA,NA,50.0501,21.9124857142857,77.8365571428571,2024,29,69,2,69
"2024-07-21",202430,378,378,378,378,3304557,0.0016891628,5.7049294,0,1,330455720243020288,"2025-07-29",0.81662744,"Rio de Janeiro",6625849,14.8601,93.9739714285714,0,0,1,75.5045428571429,47.8821142857143,19.8839142857143,25.6557142857143,231,NA,NA,NA,NA,1.0858,22.1554142857143,80.3804428571429,2024,30,70,2,70
"2024-07-28",202431,382,382,382,382,3304557,0.06714752,5.765299,0,1,330455720243120320,"2025-08-05",0.89989936,"Rio de Janeiro",6625849,16.8052714285714,92.5954857142857,0,0,1,77.2713857142857,56.6331142857143,20.6216428571429,25.1612714285714,261,NA,NA,NA,NA,34.759,23.1226571428571,80.8339285714286,2024,31,71,2,71
"2024-08-04",202432,319,319,319,319,3304557,0.003050432,4.8144774,0,1,330455720243220288,"2025-08-12",0.8137424,"Rio de Janeiro",6625849,17.4687,89.0138,0,0,1,70.6449,45.3576571428571,22.4457571428571,28.4358,198,NA,NA,NA,NA,140.3805,20.5749714285714,69.7597714285714,2024,32,72,2,72
"2024-08-11",202433,285,285,285,285,3304557,0.0012280036,4.3013353,0,1,330455720243320320,"2025-08-21",0.7875288,"Rio de Janeiro",6625849,13.7385714285714,89.2387428571429,0,0,1,70.9425142857143,46.4702285714286,19.0043428571429,24.9803857142857,171,NA,NA,NA,NA,35.0479,20.9078285714286,64.6792,2024,33,73,2,73
"2024-08-18",202434,295,295,295,295,3304557,0.099713616,4.4522595,0,1,330455720243420352,"2025-08-28",0.90221417,"Rio de Janeiro",6625849,17.5144142857143,89.1566142857143,0,0,1,68.6133714285714,42.6126428571429,23.0504714285714,29.7508857142857,189,NA,NA,NA,NA,1.3971,19.9572428571429,72.0472857142857,2024,34,74,2,74
"2024-08-25",202435,256,256,256,256,3304557,0.035538662,3.8636558,0,1,330455720243520320,"2025-09-02",0.85776895,"Rio de Janeiro",6625849,14.9240142857143,89.5492285714286,0,0,1,74.8501142857143,54.7792428571429,18.8250571428571,23.3766857142857,153,NA,NA,NA,NA,187.496,19.8839142857143,78.6628285714286,2024,35,75,2,75
"2024-09-01",202436,254,254,254,254,3304557,0.11898431,3.833471,0,1,330455720243620352,"2025-09-09",0.90303034,"Rio de Janeiro",6625849,18.5249,94.3440571428571,0,0,1,79.8482428571429,57.3037285714286,22.4124714285714,28.1919142857143,144,NA,NA,NA,NA,10.8533,20.6216428571429,87.1135285714286,2024,36,76,2,76
"2024-09-08",202437,281,281,281,281,3304557,0.7253247,4.240966,0,1,330455720243720320,"2025-09-16",1.0524522,"Rio de Janeiro",6625849,19.7286285714286,81.4485857142857,0,0,1,58.9064285714286,30.347,26.0266428571429,33.5407571428571,172,NA,NA,NA,NA,0.0346,22.4457571428571,83.7200857142857,2024,37,77,2,77
"2024-09-15",202438,285,285,285,285,3304557,0.8164205,4.3013353,0,1,330455720243820352,"2025-09-23",1.0799925,"Rio de Janeiro",6625849,19.4398857142857,89.7475142857143,0,0,1,73.9435285714286,54.1778142857143,22.7712714285714,27.4299857142857,164,NA,NA,NA,NA,27.6447,19.0043428571429,75.5045428571429,2024,38,78,2,78
"2024-09-22",202439,317,317,317,317,3304557,0.95874715,4.7842927,0,1,330455720243920384,"2025-10-02",1.1535333,"Rio de Janeiro",6625849,21.2191,87.0729428571429,1,1,1,65.7065714285714,41.6796,26.0231571428571,31.9838285714286,171,NA,NA,NA,NA,25.6775,23.0504714285714,77.2713857142857,2024,39,79,2,79
